approval_no,name,company_name,country,region,city,address,latitude,longitude,geocode_confidence,geocode_formatted,scope,primary_species,email,phone,website,business_no,status,verified,verification_level,admin_notes
M199,Vikomar As (Mattilsynet #M199),Vikomar As,Norway,,Bud,"Indre Harøyvegen 32, 6430 Bud, Norway",62.883661,6.965134,10,"Indre Harøyvegen 32, 6430 Bud, Norway","FFPP, FFPP-P, PP",,,,,972215597,approved,true,documentation_verified,"Mattilsynet approved establishment #M199. Scope: Fresh fishery products processing, Fresh fishery products processing - pelagic, Processing plant. Business #972215597."
M200,Vikenco As (Mattilsynet #M200),Vikenco As,Norway,,Aukra,"Rindarøyvegen 383, 6480 Aukra, Norway",62.845519,6.7752623,10,"Rindarøyvegen 383, 6480 Aukra, Norway","FFPP-P, FFPP-S, FFPP-SA, PP",,,,,988029653,approved,true,documentation_verified,"Mattilsynet approved establishment #M200. Scope: Fresh fishery products processing - pelagic, FFPP-S, Fresh fishery products processing - salmon/aquaculture, Processing plant. Business #988029653."
M212,O Skarsbø As (Mattilsynet #M212),O Skarsbø As,Norway,,Bud,"Håsundvegen 81, 6430 Bud, Norway",62.8923057,6.9562,10,"Håsundvegen 81, 6430 Bud, Norway","FFPP, FFPP-P, PP, PP-KL, PP-SA",,,,,971766832,approved,true,documentation_verified,"Mattilsynet approved establishment #M212. Scope: Fresh fishery products processing, Fresh fishery products processing - pelagic, Processing plant, PP-KL, PP-SA. Business #971766832."
M269,Horsgaard & Co A/S (Mattilsynet #M269),Horsgaard & Co A/S,Norway,,Molde,"Hamnegata 43, 6413 Molde, Norway",62.73684,7.161728,10,"Hamnegata 43, 6413 Molde, Norway","FFPP, PP, PP-C",,,,,974085925,approved,true,documentation_verified,"Mattilsynet approved establishment #M269. Scope: Fresh fishery products processing, Processing plant, Processing plant - crustacean. Business #974085925."
M294,Scanprod As (Mattilsynet #M294),Scanprod As,Norway,,Valderøya,"Sætrehamna 9, 6050 Valderøya, Norway",62.527189,6.1245064,10,"Sætrehamna 9, 6050 Valderøya, Norway","FFPP, PP-KL, PP-SA",,,,,984011199,approved,true,documentation_verified,"Mattilsynet approved establishment #M294. Scope: Fresh fishery products processing, PP-KL, PP-SA. Business #984011199."
M296,Seafood Farmers Of Norway As (Mattilsynet #M296),Seafood Farmers Of Norway As,Norway,,Valderøya,"Blomvika 102, 6050 Valderøya, Norway",62.5239459,6.136289,10,"Blomvika 102, 6050 Valderøya, Norway","FFPP-P, PP",,,,,972147958,approved,true,documentation_verified,"Mattilsynet approved establishment #M296. Scope: Fresh fishery products processing - pelagic, Processing plant. Business #972147958."
M301,Bedre Helse As (Mattilsynet #M301),Bedre Helse As,Norway,,Elnesvågen,"Malmefjordvegen 18, 6440 Elnesvågen, Norway",62.8355262,7.2354108,10,"Malmefjordvegen 18, 6440 Elnesvågen, Norway",PP,,,,,933640124,approved,true,documentation_verified,Mattilsynet approved establishment #M301. Scope: Processing plant. Business #933640124.
M303,Hofseth Aqua Avd 31 Slakteri Ålesund (Mattilsynet #M303),Hofseth Aqua Avd 31 Slakteri Ålesund,Norway,,Ålesund,"Fjordgata 52, 6005 Ålesund, Norway",62.4717044,6.1319053,10,"Fjordgata 52, 6005 Ålesund, Norway","FFPP-P, FFPP-S, FFPP-SA, PP-MA",,,,,930296473,approved,true,documentation_verified,"Mattilsynet approved establishment #M303. Scope: Fresh fishery products processing - pelagic, FFPP-S, Fresh fishery products processing - salmon/aquaculture, Processing plant - marine animal products. Business #930296473."
M310,Jangaard Export As Avd Kleivane (Mattilsynet #M310),Jangaard Export As Avd Kleivane,Norway,,Ålesund,"Aarsæthervegen 41, 6006 Ålesund, Norway",62.4620895,6.1252227,10,"Aarsæthervegen 41, 6006 Ålesund, Norway",PP-KL,,,,,971805730,approved,true,documentation_verified,Mattilsynet approved establishment #M310. Scope: PP-KL. Business #971805730.
M314,Pelagia Liavåg (Mattilsynet #M314),Pelagia Liavåg,Norway,,Hjørungavåg,"Liavaagen, 6063 Hjørungavåg, Norway",62.35,6.0667,7,"6063 Sogn og Fjordane, Norway","FFPP, FFPP-P, PP",,,,,973167502,approved,true,documentation_verified,"Mattilsynet approved establishment #M314. Scope: Fresh fishery products processing, Fresh fishery products processing - pelagic, Processing plant. Business #973167502."
M317,Fjordlaks As (Mattilsynet #M317),Fjordlaks As,Norway,,Ålesund,"Fjordgata 52, 6005 Ålesund, Norway",62.4717044,6.1319053,10,"Fjordgata 52, 6005 Ålesund, Norway","FFPP, PP, PP-KL, PP-SA",,,,,973170856,approved,true,documentation_verified,"Mattilsynet approved establishment #M317. Scope: Fresh fishery products processing, Processing plant, PP-KL, PP-SA. Business #973170856."
M325,Marine Sales As (Mattilsynet #M325),Marine Sales As,Norway,,Ålesund,"Postboks 383, 6001 Ålesund, Norway",62.4711412,6.1551755,4,"6004 Ålesund, Norway","FFPP, FFPP-P, PP, PP-SA",,,,,886102232,approved,true,documentation_verified,"Mattilsynet approved establishment #M325. Scope: Fresh fishery products processing, Fresh fishery products processing - pelagic, Processing plant, PP-SA. Business #886102232."
M327,Brødrene Sperre As  Avd Vest (Mattilsynet #M327),Brødrene Sperre As  Avd Vest,Norway,,Ålesund,"Aarsæthervegen 17, 6006 Ålesund, Norway",62.4633951,6.1165899,10,"Aarsæthervegen 17, 6006 Ålesund, Norway",PP-KL,,,,,971655518,approved,true,documentation_verified,Mattilsynet approved establishment #M327. Scope: PP-KL. Business #971655518.
M341,Olav E Fiskerstrand As (Mattilsynet #M341),Olav E Fiskerstrand As,Norway,,Fiskarstrand,"Fiskarstrandvegen 262, 6035 Fiskarstrand, Norway",62.4399138,6.250643,10,"Fiskarstrandvegen 262, 6035 Fiskarstrand, Norway","FFPP, FFPP-P, PP-KL, PP-SA",,,,,971687371,approved,true,documentation_verified,"Mattilsynet approved establishment #M341. Scope: Fresh fishery products processing, Fresh fishery products processing - pelagic, PP-KL, PP-SA. Business #971687371."
M343,Brødr Remø As (Mattilsynet #M343),Brødr Remø As,Norway,,Fiskarstrand,"Fiskarstrandvegen 168, 6035 Fiskarstrand, Norway",62.442943,6.2726007,10,"Fiskarstrandvegen 168, 6035 Fiskarstrand, Norway","FFPP-P, PP, PP-C, PP-KL, PP-M",,,,,972066265,approved,true,documentation_verified,"Mattilsynet approved establishment #M343. Scope: Fresh fishery products processing - pelagic, Processing plant, Processing plant - crustacean, PP-KL, Processing plant - mollusc. Business #972066265."
M359,Brødrene Sperre As Avd Fiskarstrand (Mattilsynet #M359),Brødrene Sperre As Avd Fiskarstrand,Norway,,Fiskarstrand,"Tranvågen 6, 6035 Fiskarstrand, Norway",62.4382873,6.2791632,10,"Tranvågen 6, 6035 Fiskarstrand, Norway","FFPP, FFPP-P, PP-KL, PP-SA",,,,,971783583,approved,true,documentation_verified,"Mattilsynet approved establishment #M359. Scope: Fresh fishery products processing, Fresh fishery products processing - pelagic, PP-KL, PP-SA. Business #971783583."
M360,Abs As (Mattilsynet #M360),Abs As,Norway,,Ellingsøy,"Lyngholmvegen 8, 6057 Ellingsøy, Norway",62.4969821,6.3615178,10,"Lyngholmvegen 8, 6057 Ellingsøy, Norway","FFPP-P, PP-KL, PP-SA",,,,,994995766,approved,true,documentation_verified,"Mattilsynet approved establishment #M360. Scope: Fresh fishery products processing - pelagic, PP-KL, PP-SA. Business #994995766."
M361,Jacob Bjørge As (Mattilsynet #M361),Jacob Bjørge As,Norway,,Ellingsøy,"Bjørge Industriveg 7, 6057 Ellingsøy, Norway",62.4968691,6.3594426,10,"Bjørge industriveg 7, 6057 Ellingsøy, Norway","FFPP, PP-KL, PP-SA",,,,,871667012,approved,true,documentation_verified,"Mattilsynet approved establishment #M361. Scope: Fresh fishery products processing, PP-KL, PP-SA. Business #871667012."
M363,Brødr Aarseth As (Mattilsynet #M363),Brødr Aarseth As,Norway,,Ellingsøy,"Lyngholmvegen 96, 6057 Ellingsøy, Norway",62.4966238,6.3790412,10,"Lyngholmvegen 96, 6057 Ellingsøy, Norway","FFPP, PP-KL, PP-SA",,,,,999236162,approved,true,documentation_verified,"Mattilsynet approved establishment #M363. Scope: Fresh fishery products processing, PP-KL, PP-SA. Business #999236162."
M364,Mathias Bjørge As (Mattilsynet #M364),Mathias Bjørge As,Norway,,Ellingsøy,"Årset, 6057 Ellingsøy, Norway",62.51667,6.33333,9,"Ellingsøya, Ålesund, Møre og Romsdal fylke, Norway","FFPP-P, PP-KL, PP-SA",,,,,995477645,approved,true,documentation_verified,"Mattilsynet approved establishment #M364. Scope: Fresh fishery products processing - pelagic, PP-KL, PP-SA. Business #995477645."
M367,Gustav Stokke As (Mattilsynet #M367),Gustav Stokke As,Norway,,Ellingsøy,"Gustav Stokkes Veg 21, 6057 Ellingsøy, Norway",62.5024524,6.4017692,10,"Gustav Stokkes veg 21, 6057 Ellingsøy, Norway","FFPP, FFPP-P, PP-KL, PP-SA",,,,,935032407,approved,true,documentation_verified,"Mattilsynet approved establishment #M367. Scope: Fresh fishery products processing, Fresh fishery products processing - pelagic, PP-KL, PP-SA. Business #935032407."
M369,Brødrene Sperre As (Mattilsynet #M369),Brødrene Sperre As,Norway,,Ellingsøy,"Ellingsøyvegen 680, 6057 Ellingsøy, Norway",62.491998,6.3017473,10,"Ellingsøyvegen 680, 6057 Ellingsøy, Norway","FFPP, FFPP-P, PP, PP-KL, PP-SA",,,,,974103540,approved,true,documentation_verified,"Mattilsynet approved establishment #M369. Scope: Fresh fishery products processing, Fresh fishery products processing - pelagic, Processing plant, PP-KL, PP-SA. Business #974103540."
M371,Firmenich Bjørge Biomarin As (Mattilsynet #M371),Firmenich Bjørge Biomarin As,Norway,,Ellingsøy,"Ellingsøyvegen 920, 6057 Ellingsøy, Norway",62.4964254,6.3462183,10,"Ellingsøyvegen 920, 6057 Ellingsøy, Norway",PP-MA,,,,,972160571,approved,true,documentation_verified,Mattilsynet approved establishment #M371. Scope: Processing plant - marine animal products. Business #972160571.
M373,Nils Sperre As (Mattilsynet #M373),Nils Sperre As,Norway,,Ellingsøy,"Ellingsøyvegen 700, 6057 Ellingsøy, Norway",62.4917943,6.3068102,10,"Ellingsøyvegen 700, 6057 Ellingsøy, Norway","FFPP, PP, PP-KL, PP-SA",,,,,971771437,approved,true,documentation_verified,"Mattilsynet approved establishment #M373. Scope: Fresh fishery products processing, Processing plant, PP-KL, PP-SA. Business #971771437."
M374,Marine Sales Stokksund As (Mattilsynet #M374),Marine Sales Stokksund As,Norway,,Tjørvåg,"Hagemannsvegen 6, 6070 Tjørvåg, Norway",62.3060392,5.7263699,10,"Hagemannsvegen 6, 6070 Tjørvåg, Norway","FFPP, FFPP-P, PP",,,,,992634162,approved,true,documentation_verified,"Mattilsynet approved establishment #M374. Scope: Fresh fishery products processing, Fresh fishery products processing - pelagic, Processing plant. Business #992634162."
M392,Njardar As (Mattilsynet #M392),Njardar As,Norway,,Leinøy,"Nærøy, 6094 Leinøy, Norway",62.3404695,5.681118,9,"Nærøyvegen, 6094 Leinøy, Norway",PP,,,,,971986107,approved,true,documentation_verified,Mattilsynet approved establishment #M392. Scope: Processing plant. Business #971986107.
M394,Mowi Avd Eggebønes Processing (Mattilsynet #M394),Mowi Avd Eggebønes Processing,Norway,,Fosnavåg,"Eggesbønes, 6092 Fosnavåg, Norway",62.3419,5.634,7,"6092 Sogn og Fjordane, Norway",FFPP-SA,,,,,971856211,approved,true,documentation_verified,Mattilsynet approved establishment #M394. Scope: Fresh fishery products processing - salmon/aquaculture. Business #971856211.
M395,Karsten Flem As (Mattilsynet #M395),Karsten Flem As,Norway,,Longva,"Longvafjordvegen 249, 6293 Longva, Norway",62.6802215,6.239852,10,"Longvafjordvegen 249, 6293 Longva, Norway","FFPP, PP-KL, PP-SA",,,,,971688378,approved,true,documentation_verified,"Mattilsynet approved establishment #M395. Scope: Fresh fishery products processing, PP-KL, PP-SA. Business #971688378."
M408,Lofotprodukt As Avd Gjerdsvika (Mattilsynet #M408),Lofotprodukt As Avd Gjerdsvika,Norway,,Gjerdsvika,"Gjerdsvikvegen 208, 6083 Gjerdsvika, Norway",62.254577,5.569517,10,"Gjerdsvikvegen 208, 6083 Gjerdsvika, Norway",PP,,,,,973488724,approved,true,documentation_verified,Mattilsynet approved establishment #M408. Scope: Processing plant. Business #973488724.
M416,Finefish As Avd Sandshamn (Mattilsynet #M416),Finefish As Avd Sandshamn,Norway,,Sandshamn,"Sandshamna 91, 6089 Sandshamn, Norway",62.252209,5.486071,10,"Sandshamna 91, 6089 Sandshamn, Norway","FFPP, FFPP-P, PP",,,,,977058333,approved,true,documentation_verified,"Mattilsynet approved establishment #M416. Scope: Fresh fishery products processing, Fresh fishery products processing - pelagic, Processing plant. Business #977058333."
M421,Berg Lipidtech As (Mattilsynet #M421),Berg Lipidtech As,Norway,,Eidsnes,"Sjukenesstranda 62, 6037 Eidsnes, Norway",62.4295629,6.3337751,10,"Sjukenesstranda 62, 6037 Eidsnes, Norway",PP-MA,,,,,924301392,approved,true,documentation_verified,Mattilsynet approved establishment #M421. Scope: Processing plant - marine animal products. Business #924301392.
M422,Korsneset Klippfisk As (Mattilsynet #M422),Korsneset Klippfisk As,Norway,,Fiskarstrand,"Korsnesveien, 6035 Fiskarstrand, Norway",62.0,10.0,1,Norway,PP-KL,,,,,971824700,approved,true,documentation_verified,Mattilsynet approved establishment #M422. Scope: PP-KL. Business #971824700.
M425,Jakob Og Johan Dybvik As (Mattilsynet #M425),Jakob Og Johan Dybvik As,Norway,,Fiskarstrand,"Tingstadvika 5, 6035 Fiskarstrand, Norway",62.4420055,6.2580881,10,"Tingstadvika 5, 6035 Fiskarstrand, Norway","PP, PP-KL, PP-SA",,,,,971679026,approved,true,documentation_verified,"Mattilsynet approved establishment #M425. Scope: Processing plant, PP-KL, PP-SA. Business #971679026."
M426,Rafael Dybvik As (Mattilsynet #M426),Rafael Dybvik As,Norway,,Fiskarstrand,"Tingstadvika 3, 6035 Fiskarstrand, Norway",62.4421882,6.2573186,10,"Tingstadvika 3, 6035 Fiskarstrand, Norway","PP-KL, PP-ST",,,,,971679034,approved,true,documentation_verified,"Mattilsynet approved establishment #M426. Scope: PP-KL, Processing plant - smoked/traditional. Business #971679034."
M428,Epax Norway As Avd Ålesund (Mattilsynet #M428),Epax Norway As Avd Ålesund,Norway,,Ålesund,"Aarsæthervegen 17, 6006 Ålesund, Norway",62.4633951,6.1165899,10,"Aarsæthervegen 17, 6006 Ålesund, Norway",PP-MA,,,,,971655526,approved,true,documentation_verified,Mattilsynet approved establishment #M428. Scope: Processing plant - marine animal products. Business #971655526.
M434,Hans Fauske & Sønn As (Mattilsynet #M434),Hans Fauske & Sønn As,Norway,,Valderøya,"Nordstrand, 6050 Valderøya, Norway",62.4974,6.11893,9,"Valderøya, Giske, Møre og Romsdal fylke, Norway",PP-KL,,,,,971686227,approved,true,documentation_verified,Mattilsynet approved establishment #M434. Scope: PP-KL. Business #971686227.
M435,Johan Giskeødegård As (Mattilsynet #M435),Johan Giskeødegård As,Norway,,Valderøya,"Sætrehamna 15, 6050 Valderøya, Norway",62.5290083,6.1217069,10,"Sætrehamna 15, 6050 Valderøya, Norway","FFPP, PP-KL, PP-SA",,,,,971693312,approved,true,documentation_verified,"Mattilsynet approved establishment #M435. Scope: Fresh fishery products processing, PP-KL, PP-SA. Business #971693312."
M448,Grytestranda Fiskeindustri As (Mattilsynet #M448),Grytestranda Fiskeindustri As,Norway,,Vatne,"Grytafjordvegen 762, 6265 Vatne, Norway",62.53388,6.3634951,10,"Grytafjordvegen 762, 6265 Vatne, Norway","FFPP, PP-KL, PP-SA",,,,,873295082,approved,true,documentation_verified,"Mattilsynet approved establishment #M448. Scope: Fresh fishery products processing, PP-KL, PP-SA. Business #873295082."
M449,Ingolf Engeset As (Mattilsynet #M449),Ingolf Engeset As,Norway,,Vatne,"Grytafjordvegen 926, 6265 Vatne, Norway",62.530886,6.334926,10,"Grytafjordvegen 926, 6265 Vatne, Norway","FFPP, PP-KL, PP-SA",,,,,974170809,approved,true,documentation_verified,"Mattilsynet approved establishment #M449. Scope: Fresh fishery products processing, PP-KL, PP-SA. Business #974170809."
M459,Volda Mat As (Mattilsynet #M459),Volda Mat As,Norway,,Volda,"Furene Industriområde, 6100 Volda, Norway",62.1476,6.0741,7,"6100 Sogn og Fjordane, Norway",PP,,,,,925564141,approved,true,documentation_verified,Mattilsynet approved establishment #M459. Scope: Processing plant. Business #925564141.
M460,Cryonor As (Mattilsynet #M460),Cryonor As,Norway,,Volda,"Fiskerihavna Rovde, Co/ Volda Fiskemat As, 6100 Volda, Norway",62.1476,6.0741,7,"6100 Sogn og Fjordane, Norway","FFPP, MSM",,,,,889477202,approved,true,documentation_verified,"Mattilsynet approved establishment #M460. Scope: Fresh fishery products processing, MSM. Business #889477202."
M461,Norsk Sjømat Stranda As (Mattilsynet #M461),Norsk Sjømat Stranda As,Norway,,Stranda,"Svemorka 26, 6200 Stranda, Norway",62.2694191,6.8750892,10,"Svemorka 26, 6200 Stranda, Norway","FFPP-P, PP",,,,,976586905,approved,true,documentation_verified,"Mattilsynet approved establishment #M461. Scope: Fresh fishery products processing - pelagic, Processing plant. Business #976586905."
M465,Ode Processing As (Mattilsynet #M465),Ode Processing As,Norway,,Vartdal,"Hamnevegen 85, 6170 Vartdal, Norway",62.3065781,6.0936581,10,"Hamnevegen 85, 6170 Vartdal, Norway","FFPP-P, FFPP-S, FFPP-SA",,,,,972123943,approved,true,documentation_verified,"Mattilsynet approved establishment #M465. Scope: Fresh fishery products processing - pelagic, FFPP-S, Fresh fishery products processing - salmon/aquaculture. Business #972123943."
M480,Hofseth As (Mattilsynet #M480),Hofseth As,Norway,,Syvde,"Syvdefjordvegen 432, 6140 Syvde, Norway",62.087033,5.725724,10,"Syvdefjordvegen 432, 6140 Syvde, Norway",FFPP-P,,,,,983860524,approved,true,documentation_verified,Mattilsynet approved establishment #M480. Scope: Fresh fishery products processing - pelagic. Business #983860524.
M509,Waterline As (Mattilsynet #M509),Waterline As,Norway,,Eidsnes,"Kongshaugstranda 101, 6037 Eidsnes, Norway",62.4240794,6.3628809,10,"Kongshaugstranda 101, 6037 Eidsnes, Norway","FFPP-P, PP",,,,,985418179,approved,true,documentation_verified,"Mattilsynet approved establishment #M509. Scope: Fresh fishery products processing - pelagic, Processing plant. Business #985418179."
M931,Gjendemsjø Seafood As (Mattilsynet #M931),Gjendemsjø Seafood As,Norway,,Brattvåg,"Hellandshamna 88, 6270 Brattvåg, Norway",62.6126766,6.4593656,10,"Hellandshamna 88, 6270 Brattvåg, Norway",PP,,,,,993085421,approved,true,documentation_verified,Mattilsynet approved establishment #M931. Scope: Processing plant. Business #993085421.
M946,Hofseth Biocare Asa Avd Midsund (Mattilsynet #M946),Hofseth Biocare Asa Avd Midsund,Norway,,Midsund,"Stormyrvegen 52, 6475 Midsund, Norway",62.6911647,6.669804,10,"Stormyrvegen 52, 6475 Midsund, Norway","PP, PP-MA",,,,,996267911,approved,true,documentation_verified,"Mattilsynet approved establishment #M946. Scope: Processing plant, Processing plant - marine animal products. Business #996267911."
M955,Pharma Marine As (Mattilsynet #M955),Pharma Marine As,Norway,,Søvik,"Terøy Industriområde 3, 6280 Søvik, Norway",62.5581807,6.2647181,10,"Terøy industriområde 3, 6280 Søvik, Norway",PP-MA,,,,,991046127,approved,true,documentation_verified,Mattilsynet approved establishment #M955. Scope: Processing plant - marine animal products. Business #991046127.
M962,Sande Sjømat Da (Mattilsynet #M962),Sande Sjømat Da,Norway,,Sandshamn,"nan, 6089 Sandshamn, Norway",62.2530933,5.4801807,7,"6089 Sandshamn, Norway",PP,,,,,993428809,approved,true,documentation_verified,Mattilsynet approved establishment #M962. Scope: Processing plant. Business #993428809.
M976,Ellingsøy Klippfisk As (Mattilsynet #M976),Ellingsøy Klippfisk As,Norway,,Ellingsøy,"Kokkervika 11, 6057 Ellingsøy, Norway",62.5000984,6.3909439,10,"Kokkervika 11, 6057 Ellingsøy, Norway",PP-KL,,,,,994761447,approved,true,documentation_verified,Mattilsynet approved establishment #M976. Scope: PP-KL. Business #994761447.
M2005,Brødrene Sperre As  Avd Hoff (Mattilsynet #M2005),Brødrene Sperre As  Avd Hoff,Norway,,Ellingsøy,"Ellingsøyvegen 172, 6057 Ellingsøy, Norway",62.4951541,6.2083864,10,"Ellingsøyvegen 172, 6057 Ellingsøy, Norway","FFPP, PP-KL, PP-SA",,,,,997674197,approved,true,documentation_verified,"Mattilsynet approved establishment #M2005. Scope: Fresh fishery products processing, PP-KL, PP-SA. Business #997674197."
M2009,Klippfiskbua.No (Mattilsynet #M2009),Klippfiskbua.No,Norway,,Godøya,"6055 Godøya, 6055 Godøya, Norway",67.2360939,14.6911147,8,"Godøya, Bodø, Nordland, Norway",RW,,,,,998001137,approved,true,documentation_verified,Mattilsynet approved establishment #M2009. Scope: Rewrapping/relabelling. Business #998001137.
M2013,Silver Seafood (Mattilsynet #M2013),Silver Seafood,Norway,,Midsund,"Vølvegen 78, 6475 Midsund, Norway",62.696506,6.6420593,10,"Vølvegen 78, 6475 Midsund, Norway","FFPP, FFPP-P, PP, PP-C, RW",,,,,998996899,approved,true,documentation_verified,"Mattilsynet approved establishment #M2013. Scope: Fresh fishery products processing, Fresh fishery products processing - pelagic, Processing plant, Processing plant - crustacean, Rewrapping/relabelling. Business #998996899."
M2014,As Havstrand (Mattilsynet #M2014),As Havstrand,Norway,,Ålesund,"Kjøpmannsgata 37, 6005 Ålesund, Norway",62.468035,6.121634,10,"Kjøpmannsgata 37, 6005 Ålesund, Norway",PP-MA,,,,,977989442,approved,true,documentation_verified,Mattilsynet approved establishment #M2014. Scope: Processing plant - marine animal products. Business #977989442.
M2020,Bacalaofabrikken As (Mattilsynet #M2020),Bacalaofabrikken As,Norway,,Barstadvik,"nan, 6174 Barstadvik, Norway",62.3596702,6.2676938,7,"6174 Barstadvik, Norway","FFPP-P, PP",,,,,985547068,approved,true,documentation_verified,"Mattilsynet approved establishment #M2020. Scope: Fresh fishery products processing - pelagic, Processing plant. Business #985547068."
