approval_no,plant_name,company,address,town_region,country,activity,activity_type,latitude,longitude,geocode_confidence,geocode_formatted
2761,CANPECHES,CANPECHES,LOT N° 10 ZONE INDUSTRIELLE BOUJDOUR,BOUJDOUR,Morocco,CONDITIONNEMENT DES PRODUITS DE LA PECHE A L'ETAT FRAIS ET CONGELATION,"ETABLISSEMENTS OU ENTREPRISES DE PRODUCTION, DE TRAITEMENT, DE TRANSFORMATION, DE CONDITIONNEMENT ET OU CONSERVATION DES PRODUITS ET SOUS PRODUITS DE LA PECHE",26.11472,-14.38917,9,"Cabo Bojador, Boujdour, Morocco"
3266,CENPESUD,CENPESUD,ZONE INDUSTRIELLE ESSALAML DAKHLA,DAKHLA,Morocco,CONGELATION,"ETABLISSEMENTS OU ENTREPRISES DE PRODUCTION, DE TRAITEMENT, DE TRANSFORMATION, DE CONDITIONNEMENT ET OU CONSERVATION DES PRODUITS ET SOUS PRODUITS DE LA PECHE",30.41071,-9.55572,9,"Dakhla, Oued ed Dahab-Lagouira, Morocco"
PP.74.2512.18,CEPHALOPODES RIO DE ORO,CEPHALOPODES RIO DE ORO,nan,DAKHLA,Morocco,CONGELATION,"ETABLISSEMENTS OU ENTREPRISES DE PRODUCTION, DE TRAITEMENT, DE TRANSFORMATION, DE CONDITIONNEMENT ET OU CONSERVATION DES PRODUITS ET SOUS PRODUITS DE LA PECHE",23.6940663,-15.9431274,5,"Dakhla, Pachalik de Dakhla باشوية الداخلة, Morocco"
PP.68.0014.14,CIBEL,CIBEL,ZONE EXTRAPORTUAIRE BP 38 PORT DE TAN TAN,TAN TAN,Morocco,HUILE DE POISSON A CONSOMMATION HUMAINE,"ETABLISSEMENTS OU ENTREPRISES DE PRODUCTION, DE TRAITEMENT, DE TRANSFORMATION, DE CONDITIONNEMENT ET OU CONSERVATION DES PRODUITS ET SOUS PRODUITS DE LA PECHE",28.43288,-11.08697,1,"Tan Tan, Tan-Tan, Morocco"
9421,CIBEL IV,CIBEL IV,QI ANZA BP.135-AGADIR,AGADIR,Morocco,CONSERVE DE POISSON,"ETABLISSEMENTS OU ENTREPRISES DE PRODUCTION, DE TRAITEMENT, DE TRANSFORMATION, DE CONDITIONNEMENT ET OU CONSERVATION DES PRODUITS ET SOUS PRODUITS DE LA PECHE",30.42018,-9.59815,7,"Agadir, Agadir-Ida-ou-Tnan, Morocco"
PEF.25.0044.15,CISNEROS SEA FOOD,CISNEROS SEA FOOD,"ZONE PORTUAIRE, ANCIEN PORT,AGADIR",AGADIR,Morocco,ENTREPOSAGE,ENTREPOSAGE DES PRODUITS DE LA PECHE SOUS TEMPERATURE DIRIGEE Y COMPRIS LES COQUILLAGES,30.42018,-9.59815,7,"Agadir, Agadir-Ida-ou-Tnan, Morocco"
3065,CODAKPO,CODAKPO,ZONE INDUSTRIELLE Hay Salam DAKHLA,DAKHLA,Morocco,CONGELATION,"ETABLISSEMENTS OU ENTREPRISES DE PRODUCTION, DE TRAITEMENT, DE TRANSFORMATION, DE CONDITIONNEMENT ET OU CONSERVATION DES PRODUITS ET SOUS PRODUITS DE LA PECHE",30.41071,-9.55572,9,"Dakhla, Oued ed Dahab-Lagouira, Morocco"
5427,COFEPROMER,COFEPROMER,PROVINCE DE CHTOUKA AIT BAHA AGADIR,AGADIR,Morocco,SECHAGE DES MOULES,"ETABLISSEMENTS OU ENTREPRISES DE PRODUCTION, DE TRAITEMENT, DE TRANSFORMATION, DE CONDITIONNEMENT ET OU CONSERVATION DES PRODUITS ET SOUS PRODUITS DE LA PECHE",30.42018,-9.59815,7,"Agadir, Agadir-Ida-ou-Tnan, Morocco"
PP.71.3335.18,COFRIGOB,COFRIGOB,LOT 53 ZONE INDUSTRIELLE EL MARSSA LAAYOUNE,LAAYOUNE,Morocco,CONGELATION,"ETABLISSEMENTS OU ENTREPRISES DE PRODUCTION, DE TRAITEMENT, DE TRANSFORMATION, DE CONDITIONNEMENT ET OU CONSERVATION DES PRODUITS ET SOUS PRODUITS DE LA PECHE",27.18064,-13.06349,9,"Laayoune, Morocco"
PEF.71.0274.21,COFRIGOB ENTREPOSAGE,COFRIGOB ENTREPOSAGE,LOT 81 ZONE INDUSTRIELLE EL MARSSA LAAYOUNE,LAAYOUNE,Morocco,ENTREPOSAGE,ENTREPOSAGE DES PRODUITS DE LA PECHE SOUS TEMPERATURE DIRIGEE Y COMPRIS LES COQUILLAGES,27.18064,-13.06349,9,"Laayoune, Morocco"
1720,COLOCONSA,COLOCONSA,PRINCE MOULAY HASSAN BEN MEHDI- ASILAH,ASILAH,Morocco,SEMI-CONSERVE,"ETABLISSEMENTS OU ENTREPRISES DE PRODUCTION, DE TRAITEMENT, DE TRANSFORMATION, DE CONDITIONNEMENT ET OU CONSERVATION DES PRODUITS ET SOUS PRODUITS DE LA PECHE",35.46522,-6.03415,7,"Asilah, Région de Tanger-Tétouan, Morocco"
PP.52.4326.19,COMEA,COMEA,ZONE INDUSTRIELLE ZONE BASSE ROUTE DE JORF LIHOUDI SAFI,SAFI,Morocco,CONSERVE DE POISSON,"ETABLISSEMENTS OU ENTREPRISES DE PRODUCTION, DE TRAITEMENT, DE TRANSFORMATION, DE CONDITIONNEMENT ET OU CONSERVATION DES PRODUITS ET SOUS PRODUITS DE LA PECHE",32.29939,-9.23718,7,"Safi, Morocco"
PP.71.2940.15,CONGEL D'CHERA,CONGEL D'CHERA,"38,BIS, ZONE INDUSTRIELLE , EL MARSA, LAYOUNE",LAAYOUNE,Morocco,CONGELATION,"ETABLISSEMENTS OU ENTREPRISES DE PRODUCTION, DE TRAITEMENT, DE TRANSFORMATION, DE CONDITIONNEMENT ET OU CONSERVATION DES PRODUITS ET SOUS PRODUITS DE LA PECHE",27.83333,-12.33333,9,"Laayoune, Morocco"
3113,CONGEL MIRAMAR,CONGEL MIRAMAR,ZONE INDUSTRIELLE HAY ESSALAM DAKHLA,DAKHLA,Morocco,"CONGELATION, CONDITIONNEMENT DES PRODUITS DE LA PECHE A L'ETAT FRAIS, FILETAGE, EVISCERATION ET ETETAGE DES PETITS PELAGIQUES","ETABLISSEMENTS OU ENTREPRISES DE PRODUCTION, DE TRAITEMENT, DE TRANSFORMATION, DE CONDITIONNEMENT ET OU CONSERVATION DES PRODUITS ET SOUS PRODUITS DE LA PECHE",30.41071,-9.55572,9,"Dakhla, Oued ed Dahab-Lagouira, Morocco"
PEF.40.0064.16,CONGELADO MANHATTAN,CONGELADO MANHATTAN,"4 GROUPE LOCAUX TECH, ZI TETOUAN",M'DIQ,Morocco,ENTREPOSAGE,ENTREPOSAGE DES PRODUITS DE LA PECHE SOUS TEMPERATURE DIRIGEE Y COMPRIS LES COQUILLAGES,35.68571,-5.32507,7,"M'Diq, Tetouan, Morocco"
3116,CONGELADOS PESCA,CONGELADOS PESCA,ZONE INDUSTRIELLE ESSALAM DAKHLA,DAKHLA,Morocco,CONGELATION,"ETABLISSEMENTS OU ENTREPRISES DE PRODUCTION, DE TRAITEMENT, DE TRANSFORMATION, DE CONDITIONNEMENT ET OU CONSERVATION DES PRODUITS ET SOUS PRODUITS DE LA PECHE",30.41071,-9.55572,9,"Dakhla, Oued ed Dahab-Lagouira, Morocco"
PP.74.3011.18,CONGELATION AL JANOUB,CONGELATION AL JANOUB,ZONE INDUSTRIELLE ESSALAM DAKHLA,DAKHLA,Morocco,"CONDITIONNEMENT DES PRODUITS DE LA PECHE A L'ETAT FRAIS, CONGELATION ET FILETAGE","ETABLISSEMENTS OU ENTREPRISES DE PRODUCTION, DE TRAITEMENT, DE TRANSFORMATION, DE CONDITIONNEMENT ET OU CONSERVATION DES PRODUITS ET SOUS PRODUITS DE LA PECHE",30.41071,-9.55572,9,"Dakhla, Oued ed Dahab-Lagouira, Morocco"
3066,CONGELATION AL KHALIJ,CONGELATION AL KHALIJ,ZONE INDUSTRIELLE HAY SALAM DAKHLA,DAKHLA,Morocco,CONGELATION,"ETABLISSEMENTS OU ENTREPRISES DE PRODUCTION, DE TRAITEMENT, DE TRANSFORMATION, DE CONDITIONNEMENT ET OU CONSERVATION DES PRODUITS ET SOUS PRODUITS DE LA PECHE",30.41071,-9.55572,9,"Dakhla, Oued ed Dahab-Lagouira, Morocco"
2512,CONGELATION ALOUK DAS,CONGELATION ALOUK DAS,BP 83 ZONE INDUSTRIELLE DAKHLA,DAKHLA,Morocco,CONDITIONNEMENT DES PRODUITS DE LA PECHE A L'ETAT FRAIS ET CONGELATION,"ETABLISSEMENTS OU ENTREPRISES DE PRODUCTION, DE TRAITEMENT, DE TRANSFORMATION, DE CONDITIONNEMENT E T O U CONSERVATION DES PRODUITS ET SOUS PRODUITS DE LA PECHE",30.41071,-9.55572,9,"Dakhla, Oued ed Dahab-Lagouira, Morocco"
3246,CONGELATION CABO BARBAS,CONGELATION CABO BARBAS,"LOT N° 23-24, 25 ZONE INDUSTRIELLE. HAY ESSALAM DAKHLA",DAKHLA,Morocco,CONGELATION,"ETABLISSEMENTS OU ENTREPRISES DE PRODUCTION, DE TRAITEMENT, DE TRANSFORMATION, DE CONDITIONNEMENT ET OU CONSERVATION DES PRODUITS ET SOUS PRODUITS DE LA PECHE",30.41071,-9.55572,9,"Dakhla, Oued ed Dahab-Lagouira, Morocco"
PP.71.3921.18,CONGELATION EL MOUSTAKIM,CONGELATION EL MOUSTAKIM,nan,LAAYOUNE,Morocco,CONDITIONNEMENT DES PRODUITS DE LA PECHE A L'ETAT FRAIS ET CONGELATION,"ETABLISSEMENTS OU ENTREPRISES DE PRODUCTION, DE TRAITEMENT, DE TRANSFORMATION, DE CONDITIONNEMENT ET OU CONSERVATION DES PRODUITS ET SOUS PRODUITS DE LA PECHE",27.154512,-13.1953921,6,"Laayoune, Pachalik de Laâyoune باشوية العيون, Morocco"
2917,CONGELATION VILLAMAR,CONGELATION VILLAMAR,ZONE .INDUSTRIELLE HAY ESSALAM DAKHLA,DAKHLA,Morocco,CONGELATION,"ETABLISSEMENTS OU ENTREPRISES DE PRODUCTION, DE TRAITEMENT, DE TRANSFORMATION, DE CONDITIONNEMENT ET OU CONSERVATION DES PRODUITS ET SOUS PRODUITS DE LA PECHE",30.41071,-9.55572,9,"Dakhla, Oued ed Dahab-Lagouira, Morocco"
3278,CONITAL,CONITAL,QI TASSILA AGADIR,AGADIR,Morocco,SEMI-CONSERVE,"ETABLISSEMENTS OU ENTREPRISES DE PRODUCTION, DE TRAITEMENT, DE TRANSFORMATION, DE CONDITIONNEMENT ET OU CONSERVATION DES PRODUITS ET SOUS PRODUITS DE LA PECHE",30.42018,-9.59815,7,"Agadir, Agadir-Ida-ou-Tnan, Morocco"
1293,CONOR,CONOR,ZI HAY TAKADOUM BP 22 TAOURIRTE / LOT N° 44 ZONE INDUSTRIELLE OUJDA,TAOURIRT,Morocco,SEMI-CONSERVE,"ETABLISSEMENTS OU ENTREPRISES DE PRODUCTION, DE TRAITEMENT, DE TRANSFORMATION, DE CONDITIONNEMENT ET OU CONSERVATION DES PRODUITS ET SOUS PRODUITS DE LA PECHE",34.68053,-1.90764,7,"Oujda, Oujda-Angad, Morocco"
3147,CONSERVAL,CONSERVAL,ROUTE DU JORF EL YOUDI BP 2253. RC 1425 SAFI,SAFI,Morocco,CONSERVE DE POISSON,"ETABLISSEMENTS OU ENTREPRISES DE PRODUCTION, DE TRAITEMENT, DE TRANSFORMATION, DE CONDITIONNEMENT ET OU CONSERVATION DES PRODUITS ET SOUS PRODUITS DE LA PECHE",32.29939,-9.23718,7,"Safi, Morocco"
5381,CONSERVAL II,CONSERVAL II,ROUTE DJORF LYOUDI BP 2253,SAFI,Morocco,CONSERVE DE POISSON,"ETABLISSEMENTS OU ENTREPRISES DE PRODUCTION, DE TRAITEMENT, DE TRANSFORMATION, DE CONDITIONNEMENT ET OU CONSERVATION DES PRODUITS ET SOUS PRODUITS DE LA PECHE",32.16667,-8.83333,1,"Safi, Morocco"
3014,CONSERVAS Y SALAZONES DEL ATLANTICO,CONSERVAS Y SALAZONES DEL ATLANTICO,NOUVEAU PORT DE LARACHE BP 572 LARACHE,LARACHE,Morocco,SEMI-CONSERVE,"ETABLISSEMENTS OU ENTREPRISES DE PRODUCTION, DE TRAITEMENT, DE TRANSFORMATION, DE CONDITIONNEMENT ET OU CONSERVATION DES PRODUITS ET SOUS PRODUITS DE LA PECHE",35.19321,-6.15572,7,"Larache, Morocco"
1248,CONSERVERIE D’OUJDA,CONSERVERIE D’OUJDA,Q.I BP 361 OUJDA / LOT N° 44 ZONE INDUSTRIELLE OUJDA,OUJDA,Morocco,SEMI-CONSERVE,"ETABLISSEMENTS OU ENTREPRISES DE PRODUCTION, DE TRAITEMENT, DE TRANSFORMATION, DE CONDITIONNEMENT ET OU CONSERVATION DES PRODUITS ET SOUS PRODUITS DE LA PECHE",34.68053,-1.90764,7,"Oujda, Oujda-Angad, Morocco"
2035,CONSERVERIE DES DEUX MERS,CONSERVERIE DES DEUX MERS,LOT 37-38-39-40-42 NOUVEAU PORT D' AGADIR,AGADIR,Morocco,SEMI-CONSERVE ET MARINADE DES ANCHOIS AU VINAIGRE ET FILETAGE DU POISSON SAL2,"ETABLISSEMENTS OU ENTREPRISES DE PRODUCTION, DE TRAITEMENT, DE TRANSFORMATION, DE CONDITIONNEMENT ET OU CONSERVATION DES PRODUITS ET SOUS PRODUITS DE LA PECHE",30.58333,-9.5,9,"Agadir-Ida-ou-Tnan, Morocco"
PP.74.0265.20,CONSERVERIE DE OUED EDDAHAB,CONSERVERIE DE OUED EDDAHAB,"LOT N°3, ZONE INDUSTRIELLE PORTUAIRE -DAKHLA",DAKHLA,Morocco,CONSERVE DE POISSON,"ETABLISSEMENTS OU ENTREPRISES DE PRODUCTION, DE TRAITEMENT, DE TRANSFORMATION, DE CONDITIONNEMENT ET OU CONSERVATION DES PRODUITS ET SOUS PRODUITS DE LA PECHE",30.41071,-9.55572,9,"Dakhla, Oued ed Dahab-Lagouira, Morocco"
PP.25.2294.18,CONSERVERIE IFNI,CONSERVERIE IFNI,ANGLE AVENUE AL MOUKAOUAMA ET RUE MOUSSA IBNOU NOUSSAIR ZONE INDUSTRIELLE BP 399 AGADIR,AGADIR,Morocco,CONGELATION,"ETABLISSEMENTS OU ENTREPRISES DE PRODUCTION, DE TRAITEMENT, DE TRANSFORMATION, DE CONDITIONNEMENT ET OU CONSERVATION DES PRODUITS ET SOUS PRODUITS DE LA PECHE",,,,
4175,CONSERVERIE LA GIRONDE,CONSERVERIE LA GIRONDE,RUE MOUSSA IBNOU NOUSSAIR.QI.AGADIR,AGADIR,Morocco,CONSERVE DE POISSON,"ETABLISSEMENTS OU ENTREPRISES DE PRODUCTION, DE TRAITEMENT, DE TRANSFORMATION, DE CONDITIONNEMENT ET OU CONSERVATION DES PRODUITS ET SOUS PRODUITS DE LA PECHE",30.42018,-9.59815,7,"Agadir, Agadir-Ida-ou-Tnan, Morocco"
1461,CONSERVERIES DES 2 MERS,CONSERVERIES DES 2 MERS,RUE 3 LOT 84 ZI ROUTE DE TETOUAN TANGER,TANGER,Morocco,SEMI-CONSERVE,"ETABLISSEMENTS OU ENTREPRISES DE PRODUCTION, DE TRAITEMENT, DE TRANSFORMATION, DE CONDITIONNEMENT ET OU CONSERVATION DES PRODUITS ET SOUS PRODUITS DE LA PECHE",35.76727,-5.79975,6,"Tangier, Tanger-Assilah, Morocco"
PP.74.0269.20,CONSERVERIES PELAGIQUES DE DAKHLA,CONSERVERIES PELAGIQUES DE DAKHLA,"Lot n° 2, ZONE INDUSTRIELLE PORTUAIRE -DAKHLA",DAKHLA,Morocco,CONSERVE DE POISSON,"ETABLISSEMENTS OU ENTREPRISES DE PRODUCTION, DE TRAITEMENT, DE TRANSFORMATION, DE CONDITIONNEMENT ET OU CONSERVATION DES PRODUITS ET SOUS PRODUITS DE LA PECHE",30.41071,-9.55572,9,"Dakhla, Oued ed Dahab-Lagouira, Morocco"
PP.74.0260.20,CONSERVERIES RIO DE ORO,CONSERVERIES RIO DE ORO,"Lot n° 6, ZONE INDUSTRIELLE PORTUAIRE -DAKHLA",DAKHLA,Morocco,CONSERVE DE POISSON,"ETABLISSEMENTS OU ENTREPRISES DE PRODUCTION, DE TRAITEMENT, DE TRANSFORMATION, DE CONDITIONNEMENT ET OU CONSERVATION DES PRODUITS ET SOUS PRODUITS DE LA PECHE",30.41071,-9.55572,9,"Dakhla, Oued ed Dahab-Lagouira, Morocco"
3227,COPELIT,COPELIT,BP 66 Z I LAAYOUNE PORT,LAAYOUNE,Morocco,CONGELATION,"ETABLISSEMENTS OU ENTREPRISES DE PRODUCTION, DE TRAITEMENT, DE TRANSFORMATION, DE CONDITIONNEMENT ET OU CONSERVATION DES PRODUITS ET SOUS PRODUITS DE LA PECHE",27.83333,-12.33333,9,"Laayoune, Morocco"
5459,COPELIT,COPELIT,ZONE INDUSTRIELLE BP 66 PORT LAAYOUNE,LAAYOUNE,Morocco,HUILE DE POISSON A CONSOMMATION HUMAINE,"ETABLISSEMENTS OU ENTREPRISES DE PRODUCTION, DE TRAITEMENT, DE TRANSFORMATION, DE CONDITIONNEMENT ET OU CONSERVATION DES PRODUITS ET SOUS PRODUITS DE LA PECHE",27.18064,-13.06349,9,"Laayoune, Morocco"
PP.33.0084.16,COPERATIVE ISLMANE IFNI,COPERATIVE ISLMANE IFNI,ZONE INDUSTRIELLE DE SIDI IFNI,SIDI IFNI,Morocco,SEMI-CONSERVE,"ETABLISSEMENTS OU ENTREPRISES DE PRODUCTION, DE TRAITEMENT, DE TRANSFORMATION, DE CONDITIONNEMENT ET OU CONSERVATION DES PRODUITS ET SOUS PRODUITS DE LA PECHE",29.37975,-10.17299,7,"Sidi Ifni, Tiznit, Morocco"
PP.26.0157.18,COPRALIM,COPRALIM,"ZONE INDUSTRIELLE TASSILA,N° 178 D'CHEIRA EL JIHADIA INEZGANE AIT MELLOUL",AGADIR,Morocco,"CONDITIONNEMENT DES PRODUITS DE LA PECHE A L'ETAT FRAIS, CONGELATION ET FILETAGE","ETABLISSEMENTS OU ENTREPRISES DE PRODUCTION, DE TRAITEMENT, DE TRANSFORMATION, DE CONDITIONNEMENT ET OU CONSERVATION DES PRODUITS ET SOUS PRODUITS DE LA PECHE",30.33729,-9.49783,9,"Ait Melloul, Inezgane-Ait Mellou, Morocco"
2218,COPRAVE,COPRAVE,37 RUE AIT BA AMRANE CASA (RUE IBN BATOUTA ZI LOT N 115 EL JADIDA) USINES : N°115 QUARTIER INDUSTRIEL,EL JADIDA,Morocco,SEMI-CONSERVE,"ETABLISSEMENTS OU ENTREPRISES DE PRODUCTION, DE TRAITEMENT, DE TRANSFORMATION, DE CONDITIONNEMENT ET OU CONSERVATION DES PRODUITS ET SOUS PRODUITS DE LA PECHE",,,,
2155,COPRINCO,COPRINCO,BP 186 PORT DE BENI NSAR NADOR 62050,NADOR,Morocco,CONGELATION,"ETABLISSEMENTS OU ENTREPRISES DE PRODUCTION, DE TRAITEMENT, DE TRANSFORMATION, DE CONDITIONNEMENT ET OU CONSERVATION DES PRODUITS ET SOUS PRODUITS DE LA PECHE",35.16813,-2.93352,7,"Nador, Morocco"
2573,COQUILLAGES DAKHLA,COQUILLAGES DAKHLA,HAY MOULAY RACHID DAKHLA,DAKHLA,Morocco,EXPEDITION DES CRUSTACES VIVANTS,"ETABLISSEMENTS OU ENTREPRISES DE PRODUCTION, DE TRAITEMENT, DE TRANSFORMATION, DE CONDITIONNEMENT ET OU CONSERVATION DES PRODUITS ET SOUS PRODUITS DE LA PECHE",30.41071,-9.55572,9,"Dakhla, Oued ed Dahab-Lagouira, Morocco"
3012,COSA PECHE,COSA PECHE,BP 1 ZONE INDUSTRIELLE HAY SALAM DAKHLA,DAKHLA,Morocco,CONGELATION,"ETABLISSEMENTS OU ENTREPRISES DE PRODUCTION, DE TRAITEMENT, DE TRANSFORMATION, DE CONDITIONNEMENT ET OU CONSERVATION DES PRODUITS ET SOUS PRODUITS DE LA PECHE",30.41071,-9.55572,9,"Dakhla, Oued ed Dahab-Lagouira, Morocco"
PP.60.0088.16,COSTA CONSERVE,COSTA CONSERVE,"ZONE INDUSTRIELLE MUNICIPALE,LOT 89 KENITRA",KENITRA,Morocco,"SEMI-CONSERVE, MARINADE, CUISSON ET CONGELATION","ETABLISSEMENTS OU ENTREPRISES DE PRODUCTION, DE TRAITEMENT, DE TRANSFORMATION, DE CONDITIONNEMENT ET OU CONSERVATION DES PRODUITS ET SOUS PRODUITS DE LA PECHE",34.26101,-6.5802,7,"Kenitra, Morocco"
3060,COUJDA II,COUJDA II,PORT DE PECHE DE MEHDIA,KENITRA,Morocco,SEMI-CONSERVE,"ETABLISSEMENTS OU ENTREPRISES DE PRODUCTION, DE TRAITEMENT, DE TRANSFORMATION, DE CONDITIONNEMENT ET OU CONSERVATION DES PRODUITS ET SOUS PRODUITS DE LA PECHE",34.58333,-6.33333,1,"Kenitra, Morocco"
4803,CRANGOMAR,CRANGOMAR,"TANGER FREE ZONE, ILOT N° 118 B, LOT N° 2 TANGER BOUKHALEF",TANGER,Morocco,DECORTICAGE DES CREVETTES,"ETABLISSEMENTS OU ENTREPRISES DE PRODUCTION, DE TRAITEMENT, DE TRANSFORMATION, DE CONDITIONNEMENT ET OU CONSERVATION DES PRODUITS ET SOUS PRODUITS DE LA PECHE",35.65325,-5.91322,9,"Boukhalef, Tanger-Assilah, Morocco"
PP.52.0114.16,CRAWFISH,CRAWFISH,"LOT N° 42, ZONE INDUSTRIELLE, SAFI",SAFI,Morocco,CONDITIONNEMENT DES PRODUITS DE LA PECHE A L'ETAT FRAIS,"ETABLISSEMENTS OU ENTREPRISES DE PRODUCTION, DE TRAITEMENT, DE TRANSFORMATION, DE CONDITIONNEMENT ET OU CONSERVATION DES PRODUITS ET SOUS PRODUITS DE LA PECHE",32.29939,-9.23718,7,"Safi, Morocco"
5222,CRUSTA FISH,CRUSTA FISH,ANGLE RUE ECHEIH CHAAIB ADOUKALI ET RUE IBN KHALDOUN EL FARABI QUARTIER DU PORT DE PECHE MOHAMMEDIA,MOHAMMADIA,Morocco,CONGELATION,"ETABLISSEMENTS OU ENTREPRISES DE PRODUCTION, DE TRAITEMENT, DE TRANSFORMATION, DE CONDITIONNEMENT ET OU CONSERVATION DES PRODUITS ET SOUS PRODUITS DE LA PECHE",,,,
PP.74.2467.18,CSF,CSF,ZONE INDUSTRIELLE AVENUE BOUJDOUR DAKHLA,DAKHLA,Morocco,"CONGELATION, EVISCERATION ETETAGE, FILETAGE, CONDITIONNEMENT DES PRODUITS DE LA PECHE A L'ETAT FRAIS ET TRAITEMENT ET CONGELATION DES ŒUFS DE SEICHE ET DE COURBINE","ETABLISSEMENTS OU ENTREPRISES DE PRODUCTION, DE TRAITEMENT, DE TRANSFORMATION, DE CONDITIONNEMENT ET OU CONSERVATION DES PRODUITS ET SOUS PRODUITS DE LA PECHE",30.41071,-9.55572,9,"Dakhla, Oued ed Dahab-Lagouira, Morocco"
1156,CUMAREX,CUMAREX,39 Z I DE TETOUAN BP 6037,M'DIQ,Morocco,CONSERVE DE POISSON,"ETABLISSEMENTS OU ENTREPRISES DE PRODUCTION, DE TRAITEMENT, DE TRANSFORMATION, DE CONDITIONNEMENT ET OU CONSERVATION DES PRODUITS ET SOUS PRODUITS DE LA PECHE",35.68571,-5.32507,7,"M'Diq, Tetouan, Morocco"
3498,CUMAREX 1,CUMAREX 1,39 ZI DE TETOUAN BP 6049,M'DIQ,Morocco,"CONSERVE DE POISSON, CONSERVE DE COQUILLAGE ET CONSERVE DE POULPE","ETABLISSEMENTS OU ENTREPRISES DE PRODUCTION, DE TRAITEMENT, DE TRANSFORMATION, DE CONDITIONNEMENT ET OU CONSERVATION DES PRODUITS ET SOUS PRODUITS DE LA PECHE",35.68571,-5.32507,7,"M'Diq, Tetouan, Morocco"
PEF.74.0193.18,DAKHLA STOCKAGE,DAKHLA STOCKAGE,"Lot n° 140 ZONE INDUSTRIELLE HAY ESSALAM, DAKHLA",DAKHLA,Morocco,ENTREPOSAGE,"ETABLISSEMENTS OU ENTREPRISES DE PRODUCTION, DE TRAITEMENT, DE TRANSFORMATION, DE CONDITIONNEMENT ET OU CONSERVATION DES PRODUITS ET SOUS PRODUITS DE LA PECHE",30.41071,-9.55572,9,"Dakhla, Oued ed Dahab-Lagouira, Morocco"
2274,DAKMAR,DAKMAR,BP 132 ZONE INDUSTRIELLE ESSALAM DAKHLA,DAKHLA,Morocco,CONGELATION,"ETABLISSEMENTS OU ENTREPRISES DE PRODUCTION, DE TRAITEMENT, DE TRANSFORMATION, DE CONDITIONNEMENT ET OU CONSERVATION DES PRODUITS ET SOUS PRODUITS DE LA PECHE",30.41071,-9.55572,9,"Dakhla, Oued ed Dahab-Lagouira, Morocco"
2698,DAKNAVE,DAKNAVE,BP 132 ZONE INDUSTRIELLE ESSALMAM DAKHLA,DAKHLA,Morocco,CONGELATION,"ETABLISSEMENTS OU ENTREPRISES DE PRODUCTION, DE TRAITEMENT, DE TRANSFORMATION, DE CONDITIONNEMENT ET OU CONSERVATION DES PRODUITS ET SOUS PRODUITS DE LA PECHE",30.41071,-9.55572,9,"Dakhla, Oued ed Dahab-Lagouira, Morocco"
3404,DAKORO,DAKORO,LOT 36 NOUVELLE ZONE INDUSTRIELLE ESSALAM DAKHLA,DAKHLA,Morocco,CONGELATION,"ETABLISSEMENTS OU ENTREPRISES DE PRODUCTION, DE TRAITEMENT, DE TRANSFORMATION, DE CONDITIONNEMENT ET OU CONSERVATION DES PRODUITS ET SOUS PRODUITS DE LA PECHE",30.41071,-9.55572,9,"Dakhla, Oued ed Dahab-Lagouira, Morocco"
1975,DAMJIGUEND,DAMJIGUEND,"ZONE INDUSTRIELE, MALAH,ROUTE DE TANGER BP 121 LARACHE",LARACHE,Morocco,CONGELATION ET SEMI-CONSERVE,"ETABLISSEMENTS OU ENTREPRISES DE PRODUCTION, DE TRAITEMENT, DE TRANSFORMATION, DE CONDITIONNEMENT ET OU CONSERVATION DES PRODUITS ET SOUS PRODUITS DE LA PECHE",35.19321,-6.15572,7,"Larache, Morocco"
PP.34.1048.18,DAMPECHE,DAMPECHE,NOUVEAU POTR DE PECHE DE TANGER,TANGER,Morocco,CONDITIONNEMENT DES PRODUITS DE LA PECHE A L'ETAT FRAIS,"ETABLISSEMENTS OU ENTREPRISES DE PRODUCTION, DE TRAITEMENT, DE TRANSFORMATION, DE CONDITIONNEMENT ET OU CONSERVATION DES PRODUITS ET SOUS PRODUITS DE LA PECHE",35.76727,-5.79975,6,"Tangier, Tanger-Assilah, Morocco"
PP.37.0266.20,DAMPECHE 1,DAMPECHE 1,"N° 104, NOUVEAU POTR DE PECHE DE LARACHE",LARACHE,Morocco,SEMI CONSERVES D'ANCHOIS MARIN2S,"ETABLISSEMENTS OU ENTREPRISES DE PRODUCTION, DE TRAITEMENT, DE TRANSFORMATION, DE CONDITIONNEMENT ET OU CONSERVATION DES PRODUITS ET SOUS PRODUITS DE LA PECHE",35.19321,-6.15572,7,"Larache, Morocco"
5210,DAMSA,DAMSA,59 ZONE INDUSTRIEL AM MARSA PORT DE LAAYOUNE,LAAYOUNE,Morocco,CONSERVE DE POISSON,"ETABLISSEMENTS OU ENTREPRISES DE PRODUCTION, DE TRAITEMENT, DE TRANSFORMATION, DE CONDITIONNEMENT ET OU CONSERVATION DES PRODUITS ET SOUS PRODUITS DE LA PECHE",27.18064,-13.06349,9,"Laayoune, Morocco"
